Interaction ID,Interaction Type,Date Received,Date Resolved,Category,Resolution Time (Days),SLA Threshold (Days),Within SLA
6983,Emails,10/22/2022,10/24/2022,Open Account,2,5,Yes
7729,Emails,8/8/2022,8/11/2022,Debit Card Issue,3,5,No
4606,Emails,11/25/2021,11/28/2021,Close Account,3,5,No
1955,Emails,11/24/2023,11/28/2023,Open Account,4,5,No
3042,Emails,2/23/2022,2/26/2022,Mobile App Issue,3,5,No
3179,Emails,8/1/2021,8/5/2021,Fraud Alert,4,5,No
2550,Emails,4/27/2022,5/1/2022,Account Question,4,5,No
6304,Emails,2/9/2021,2/11/2021,Account Question,2,5,Yes
4605,Emails,3/6/2021,3/13/2021,Account Question,7,5,No
6706,Emails,11/2/2021,11/8/2021,Open Account,6,5,No
4605,Emails,5/18/2022,5/21/2022,General Complaint,3,5,No
6366,Emails,4/13/2021,4/17/2021,Mobile App Issue,4,5,No
9618,Emails,9/30/2023,10/5/2023,Account Question,5,5,No
5272,Emails,1/3/2021,1/8/2021,Open Account,5,5,No
5384,Emails,10/4/2023,10/6/2023,General Complaint,2,5,Yes
9739,Emails,5/13/2023,5/16/2023,Mobile App Issue,3,5,No
6386,Emails,9/10/2022,9/12/2022,Fraud Alert,2,5,Yes
2265,Emails,9/7/2022,9/11/2022,General Complaint,4,5,No
3022,Emails,10/18/2023,10/22/2023,Debit Card Issue,4,5,No
5448,Emails,8/19/2023,8/25/2023,Mobile App Issue,6,5,No
8883,Emails,3/8/2022,3/13/2022,Fraud Alert,5,5,No
4080,Emails,7/19/2021,7/22/2021,Mobile App Issue,3,5,No
2543,Emails,9/8/2022,9/14/2022,Open Account,6,5,No
4326,Emails,11/24/2023,11/29/2023,Close Account,5,5,No
2234,Emails,9/8/2023,9/14/2023,Mobile App Issue,6,5,No
1641,Emails,11/28/2022,12/1/2022,Open Account,3,5,No
7945,Emails,3/7/2021,3/11/2021,Account Question,4,5,No
9877,Emails,7/12/2023,7/14/2023,Debit Card Issue,2,5,Yes
1127,Emails,8/14/2023,8/19/2023,Fraud Alert,5,5,No
8175,Emails,7/24/2022,7/27/2022,Debit Card Issue,3,5,No
3227,Emails,2/1/2023,2/5/2023,Fraud Alert,4,5,No
2673,Emails,8/12/2023,8/14/2023,Debit Card Issue,2,5,Yes
6019,Emails,3/7/2021,3/10/2021,Mobile App Issue,3,5,No
2345,Emails,1/4/2022,1/6/2022,Account Question,2,5,Yes
6564,Emails,3/17/2022,3/22/2022,General Complaint,5,5,No
6233,Emails,9/3/2022,9/8/2022,Fraud Alert,5,5,No
8730,Emails,7/31/2022,8/4/2022,Fraud Alert,4,5,No
5022,Emails,1/6/2021,1/9/2021,Mobile App Issue,3,5,No
9269,Emails,10/29/2023,11/1/2023,Account Question,3,5,No
8870,Emails,6/24/2022,6/28/2022,Mobile App Issue,4,5,No
6959,Emails,11/22/2023,11/28/2023,General Complaint,6,5,No
1591,Emails,1/29/2021,2/4/2021,General Complaint,6,5,No
1438,Emails,4/4/2021,4/6/2021,Close Account,2,5,Yes
7537,Emails,8/24/2023,8/26/2023,Open Account,2,5,Yes
1747,Emails,1/4/2023,1/7/2023,Debit Card Issue,3,5,No
5731,Emails,8/25/2022,8/27/2022,General Complaint,2,5,Yes
9254,Emails,12/3/2021,12/7/2021,General Complaint,4,5,No
8172,Emails,9/18/2023,9/22/2023,Open Account,4,5,No
5565,Emails,1/8/2021,1/10/2021,Close Account,2,5,Yes
8320,Emails,11/27/2023,11/29/2023,Close Account,2,5,Yes
4125,Emails,7/5/2021,7/9/2021,Mobile App Issue,4,5,No
9180,Emails,3/17/2023,3/23/2023,Mobile App Issue,6,5,No
1242,Emails,8/7/2023,8/10/2023,Open Account,3,5,No
2739,Emails,8/31/2022,9/2/2022,General Complaint,2,5,Yes
8050,Emails,7/8/2021,7/10/2021,Open Account,2,5,Yes
2013,Emails,8/3/2022,8/5/2022,General Complaint,2,5,Yes
1476,Emails,6/12/2022,6/16/2022,Close Account,4,5,No
1796,Emails,5/13/2023,5/16/2023,Open Account,3,5,No
3723,Emails,4/3/2023,4/7/2023,Account Question,4,5,No
9694,Emails,8/6/2022,8/13/2022,Account Question,7,5,No
5706,Emails,1/14/2021,1/19/2021,Open Account,5,5,No
4667,Emails,10/28/2022,10/31/2022,Mobile App Issue,3,5,No
2002,Emails,5/31/2023,6/3/2023,Open Account,3,5,No
7347,Emails,5/2/2022,5/7/2022,Close Account,5,5,No
8572,Emails,3/13/2023,3/18/2023,Open Account,5,5,No
7297,Emails,12/18/2023,12/20/2023,Close Account,2,5,Yes
6630,Emails,2/8/2022,2/10/2022,General Complaint,2,5,Yes
2761,Emails,9/8/2022,9/12/2022,Close Account,4,5,No
7087,Emails,6/5/2021,6/9/2021,Debit Card Issue,4,5,No
8714,Emails,9/30/2022,10/3/2022,Close Account,3,5,No
8416,Emails,11/12/2022,11/16/2022,General Complaint,4,5,No
5110,Emails,8/22/2022,8/26/2022,Mobile App Issue,4,5,No
7805,Emails,5/12/2023,5/16/2023,Fraud Alert,4,5,No
4153,Emails,8/26/2023,8/30/2023,Open Account,4,5,No
8978,Emails,10/31/2021,11/5/2021,Account Question,5,5,No
1791,Emails,10/12/2023,10/16/2023,Close Account,4,5,No
9752,Emails,5/5/2023,5/9/2023,Close Account,4,5,No
8669,Emails,5/2/2022,5/4/2022,Open Account,2,5,Yes
4541,Emails,11/4/2022,11/8/2022,General Complaint,4,5,No
1893,Emails,2/20/2022,2/26/2022,Account Question,6,5,No
1017,Emails,7/2/2021,7/4/2021,Close Account,2,5,Yes
5748,Emails,3/14/2021,3/17/2021,General Complaint,3,5,No
5478,Emails,3/25/2023,3/29/2023,Mobile App Issue,4,5,No
6094,Emails,3/25/2022,3/27/2022,General Complaint,2,5,Yes
6110,Emails,3/21/2021,3/28/2021,Fraud Alert,7,5,No
9191,Emails,5/29/2022,6/5/2022,Debit Card Issue,7,5,No
1198,Emails,3/16/2021,3/20/2021,Open Account,4,5,No
1851,Emails,5/9/2021,5/14/2021,Close Account,5,5,No
6705,Emails,4/17/2021,4/19/2021,Fraud Alert,2,5,Yes
1539,Emails,1/6/2023,1/9/2023,Close Account,3,5,No
8236,Emails,11/21/2023,11/23/2023,Close Account,2,5,Yes
8039,Emails,1/20/2022,1/26/2022,General Complaint,6,5,No
7439,Emails,9/18/2022,9/24/2022,Open Account,6,5,No
5184,Emails,4/11/2022,4/13/2022,Mobile App Issue,2,5,Yes
6272,Emails,4/8/2022,4/14/2022,Mobile App Issue,6,5,No
4351,Emails,9/18/2022,9/23/2022,Open Account,5,5,No
3796,Emails,7/6/2022,7/11/2022,Account Question,5,5,No
8097,Emails,9/13/2023,9/15/2023,Debit Card Issue,2,5,Yes
1490,Emails,4/23/2022,4/26/2022,General Complaint,3,5,No
8871,Emails,1/7/2022,1/12/2022,Mobile App Issue,5,5,No
1006,Emails,2/10/2021,2/12/2021,Open Account,2,5,Yes
5232,Emails,10/12/2023,10/16/2023,Close Account,4,5,No
2040,Emails,4/25/2023,4/30/2023,Mobile App Issue,5,5,No
1635,Emails,3/29/2022,4/1/2022,Debit Card Issue,3,5,No
6049,Emails,9/22/2023,9/25/2023,Debit Card Issue,3,5,No
6159,Emails,11/15/2023,11/19/2023,Open Account,4,5,No
8856,Emails,5/24/2022,5/27/2022,Mobile App Issue,3,5,No
3520,Emails,3/19/2021,3/21/2021,Debit Card Issue,2,5,Yes
1679,Emails,11/11/2021,11/15/2021,Debit Card Issue,4,5,No
7529,Emails,2/8/2021,2/10/2021,Close Account,2,5,Yes
1722,Emails,10/14/2021,10/20/2021,General Complaint,6,5,No
9382,Emails,5/26/2022,5/31/2022,Mobile App Issue,5,5,No
9929,Emails,1/3/2023,1/7/2023,Fraud Alert,4,5,No
1485,Emails,7/1/2021,7/4/2021,Fraud Alert,3,5,No
4931,Emails,10/11/2021,10/14/2021,Debit Card Issue,3,5,No
1960,Emails,4/11/2022,4/15/2022,Debit Card Issue,4,5,No
5645,Emails,11/14/2022,11/19/2022,Open Account,5,5,No
3121,Emails,11/12/2022,11/18/2022,Account Question,6,5,No
1276,Emails,12/24/2021,12/26/2021,Open Account,2,5,Yes
5527,Emails,3/30/2022,4/1/2022,General Complaint,2,5,Yes
5370,Emails,11/24/2022,11/26/2022,Open Account,2,5,Yes
9199,Emails,1/2/2023,1/5/2023,Close Account,3,5,No
9353,Emails,5/8/2023,5/12/2023,General Complaint,4,5,No
5423,Emails,3/28/2023,3/31/2023,Mobile App Issue,3,5,No
1989,Emails,11/19/2023,11/23/2023,Close Account,4,5,No
6148,Emails,12/24/2023,12/29/2023,Close Account,5,5,No
2438,Emails,1/18/2021,1/22/2021,Fraud Alert,4,5,No
9637,Emails,1/1/2023,1/4/2023,General Complaint,3,5,No
9112,Emails,7/18/2023,7/20/2023,Open Account,2,5,Yes
1591,Emails,6/24/2021,6/28/2021,Mobile App Issue,4,5,No
8650,Emails,3/26/2021,3/29/2021,General Complaint,3,5,No
3333,Emails,10/19/2021,10/26/2021,Mobile App Issue,7,5,No
2270,Emails,12/16/2022,12/23/2022,Debit Card Issue,7,5,No
7765,Emails,12/24/2023,12/29/2023,Fraud Alert,5,5,No
2310,Emails,3/28/2021,4/2/2021,Close Account,5,5,No
8404,Emails,9/16/2023,9/20/2023,Open Account,4,5,No
6433,Emails,6/2/2023,6/7/2023,Debit Card Issue,5,5,No
7071,Emails,7/6/2021,7/9/2021,General Complaint,3,5,No
9446,Emails,9/26/2023,10/1/2023,Fraud Alert,5,5,No
5699,Emails,4/23/2023,4/29/2023,Debit Card Issue,6,5,No
7026,Emails,1/3/2022,1/5/2022,General Complaint,2,5,Yes
7410,Emails,5/26/2023,5/30/2023,General Complaint,4,5,No
3800,Emails,9/28/2021,10/4/2021,Debit Card Issue,6,5,No
7525,Emails,2/11/2022,2/16/2022,Account Question,5,5,No
8944,Emails,10/27/2021,11/3/2021,Debit Card Issue,7,5,No
3644,Emails,4/23/2021,4/25/2021,Debit Card Issue,2,5,Yes
5605,Emails,8/13/2021,8/17/2021,Debit Card Issue,4,5,No
3272,Emails,2/9/2023,2/14/2023,Fraud Alert,5,5,No
7361,Emails,4/1/2022,4/6/2022,Close Account,5,5,No
9597,Emails,9/1/2022,9/5/2022,Open Account,4,5,No
8940,Emails,1/13/2021,1/17/2021,Account Question,4,5,No
9606,Emails,10/6/2022,10/9/2022,Close Account,3,5,No
6775,Emails,2/19/2023,2/21/2023,Mobile App Issue,2,5,Yes
1356,Emails,4/7/2021,4/12/2021,Mobile App Issue,5,5,No
7638,Emails,10/1/2023,10/4/2023,General Complaint,3,5,No
6671,Emails,2/11/2021,2/14/2021,Mobile App Issue,3,5,No
5335,Emails,4/13/2023,4/16/2023,Account Question,3,5,No
4448,Emails,7/21/2022,7/24/2022,Open Account,3,5,No
8705,Emails,11/10/2023,11/14/2023,Mobile App Issue,4,5,No
2762,Emails,12/1/2021,12/3/2021,General Complaint,2,5,Yes
3441,Emails,2/14/2021,2/16/2021,Fraud Alert,2,5,Yes
9312,Emails,3/28/2022,3/31/2022,Close Account,3,5,No
2310,Emails,2/22/2021,2/25/2021,General Complaint,3,5,No
5578,Emails,1/20/2021,1/26/2021,Open Account,6,5,No
8428,Emails,3/21/2023,3/26/2023,Mobile App Issue,5,5,No
9422,Emails,6/26/2023,7/2/2023,Open Account,6,5,No
2359,Emails,11/11/2021,11/17/2021,Close Account,6,5,No
3956,Emails,10/11/2022,10/13/2022,General Complaint,2,5,Yes
1782,Emails,11/18/2023,11/23/2023,Mobile App Issue,5,5,No
1989,Emails,6/16/2022,6/21/2022,Debit Card Issue,5,5,No
2587,Emails,8/24/2021,8/30/2021,Open Account,6,5,No
7056,Emails,12/9/2021,12/12/2021,Open Account,3,5,No
7150,Emails,3/22/2021,3/26/2021,General Complaint,4,5,No
8022,Emails,10/14/2021,10/18/2021,Mobile App Issue,4,5,No
1419,Emails,12/6/2023,12/10/2023,Mobile App Issue,4,5,No
9926,Emails,2/3/2023,2/6/2023,Mobile App Issue,3,5,No
7249,Emails,7/3/2021,7/6/2021,Account Question,3,5,No
2540,Emails,6/1/2021,6/8/2021,Mobile App Issue,7,5,No
4444,Emails,9/4/2023,9/9/2023,Open Account,5,5,No
7762,Emails,11/8/2022,11/11/2022,General Complaint,3,5,No
1119,Emails,5/27/2021,5/30/2021,Close Account,3,5,No
6954,Emails,4/15/2022,4/19/2022,General Complaint,4,5,No
6131,Emails,9/13/2022,9/15/2022,Mobile App Issue,2,5,Yes
7385,Emails,5/22/2023,5/24/2023,Fraud Alert,2,5,Yes
7989,Emails,5/15/2022,5/19/2022,Account Question,4,5,No
6288,Emails,11/22/2022,11/26/2022,Mobile App Issue,4,5,No
1347,Emails,1/9/2023,1/12/2023,Mobile App Issue,3,5,No
8902,Emails,6/28/2021,6/30/2021,Account Question,2,5,Yes
1853,Emails,9/14/2023,9/18/2023,Mobile App Issue,4,5,No
6651,Emails,11/6/2021,11/13/2021,Debit Card Issue,7,5,No
2816,Emails,8/29/2023,9/1/2023,Close Account,3,5,No
4565,Emails,8/14/2022,8/17/2022,Mobile App Issue,3,5,No
7989,Emails,5/3/2023,5/9/2023,Fraud Alert,6,5,No
6199,Emails,12/27/2021,12/30/2021,Mobile App Issue,3,5,No
1892,Emails,4/9/2021,4/12/2021,Debit Card Issue,3,5,No
1350,Emails,4/7/2022,4/11/2022,Open Account,4,5,No
2661,Emails,3/20/2023,3/23/2023,Account Question,3,5,No
3853,Emails,7/28/2021,7/30/2021,Debit Card Issue,2,5,Yes
5164,Emails,5/14/2022,5/19/2022,Open Account,5,5,No
8355,Emails,3/22/2022,3/25/2022,Mobile App Issue,3,5,No
6765,Emails,1/17/2022,1/20/2022,Open Account,3,5,No
5557,Emails,6/14/2022,6/17/2022,General Complaint,3,5,No
4504,Emails,1/7/2022,1/11/2022,Mobile App Issue,4,5,No
9238,Emails,6/6/2022,6/8/2022,Fraud Alert,2,5,Yes
9464,Emails,10/4/2021,10/8/2021,Debit Card Issue,4,5,No
9255,Emails,1/13/2023,1/18/2023,Open Account,5,5,No
7903,Emails,1/16/2021,1/18/2021,General Complaint,2,5,Yes
3046,Emails,10/25/2023,10/28/2023,Account Question,3,5,No
2890,Emails,7/18/2023,7/22/2023,General Complaint,4,5,No
5981,Emails,4/29/2022,5/6/2022,Close Account,7,5,No
1807,Emails,7/3/2021,7/7/2021,Open Account,4,5,No
6138,Emails,4/7/2021,4/10/2021,Debit Card Issue,3,5,No
2359,Emails,4/25/2022,4/27/2022,Open Account,2,5,Yes
5879,Emails,2/27/2021,3/3/2021,Close Account,4,5,No
7775,Emails,6/19/2022,6/25/2022,Close Account,6,5,No
2652,Emails,5/20/2023,5/24/2023,Account Question,4,5,No
5119,Emails,2/24/2022,2/27/2022,Open Account,3,5,No
8800,Emails,3/5/2022,3/7/2022,Close Account,2,5,Yes
8854,Emails,2/17/2022,2/23/2022,Mobile App Issue,6,5,No
5212,Emails,6/2/2021,6/5/2021,Fraud Alert,3,5,No
6020,Emails,9/15/2023,9/17/2023,Open Account,2,5,Yes
2624,Emails,11/26/2022,12/1/2022,Debit Card Issue,5,5,No
2412,Emails,8/15/2021,8/17/2021,Open Account,2,5,Yes
5617,Emails,7/9/2021,7/14/2021,Mobile App Issue,5,5,No
2604,Emails,4/27/2022,5/1/2022,Account Question,4,5,No
8852,Emails,6/14/2021,6/19/2021,Fraud Alert,5,5,No
1105,Emails,8/11/2023,8/15/2023,Fraud Alert,4,5,No
6357,Emails,12/18/2023,12/20/2023,Open Account,2,5,Yes
4785,Emails,7/23/2022,7/27/2022,Account Question,4,5,No
7108,Emails,11/17/2023,11/20/2023,Open Account,3,5,No
6783,Emails,2/19/2022,2/21/2022,Debit Card Issue,2,5,Yes
4013,Emails,5/31/2023,6/3/2023,Account Question,3,5,No
3299,Emails,11/17/2023,11/23/2023,Mobile App Issue,6,5,No
5503,Emails,5/3/2023,5/6/2023,Mobile App Issue,3,5,No
2248,Emails,12/4/2022,12/8/2022,Mobile App Issue,4,5,No
6096,Emails,7/17/2022,7/23/2022,Mobile App Issue,6,5,No
9546,Emails,7/25/2023,7/31/2023,Fraud Alert,6,5,No
6539,Emails,11/29/2023,12/2/2023,Account Question,3,5,No
5679,Emails,9/2/2022,9/8/2022,Open Account,6,5,No
6351,Emails,10/2/2021,10/6/2021,Mobile App Issue,4,5,No
2939,Emails,6/27/2022,7/2/2022,Account Question,5,5,No
1484,Emails,12/8/2023,12/12/2023,Account Question,4,5,No
9979,Emails,10/18/2023,10/22/2023,Fraud Alert,4,5,No
5079,Emails,10/30/2023,11/3/2023,General Complaint,4,5,No
4496,Emails,8/7/2021,8/9/2021,Mobile App Issue,2,5,Yes
2831,Emails,7/1/2022,7/4/2022,Mobile App Issue,3,5,No
1400,Emails,10/19/2021,10/22/2021,Mobile App Issue,3,5,No
7698,Emails,7/21/2022,7/23/2022,Fraud Alert,2,5,Yes
9906,Emails,4/11/2023,4/14/2023,Mobile App Issue,3,5,No
2278,Emails,2/7/2021,2/13/2021,Fraud Alert,6,5,No
6039,Emails,11/12/2023,11/14/2023,General Complaint,2,5,Yes
9826,Emails,4/9/2021,4/12/2021,Mobile App Issue,3,5,No
8880,Emails,11/1/2021,11/6/2021,Account Question,5,5,No
5889,Emails,3/5/2022,3/8/2022,Debit Card Issue,3,5,No
9956,Emails,6/5/2021,6/9/2021,Fraud Alert,4,5,No
5670,Emails,6/28/2022,7/2/2022,Close Account,4,5,No
2428,Emails,12/15/2021,12/18/2021,Debit Card Issue,3,5,No
5606,Emails,10/23/2023,10/25/2023,Open Account,2,5,Yes
7255,Emails,6/1/2022,6/5/2022,Debit Card Issue,4,5,No
7804,Emails,8/15/2023,8/19/2023,Close Account,4,5,No
5916,Emails,7/31/2022,8/4/2022,Close Account,4,5,No
1781,Emails,8/20/2023,8/24/2023,Fraud Alert,4,5,No
6193,Emails,2/22/2023,2/24/2023,Debit Card Issue,2,5,Yes
7560,Emails,10/6/2023,10/9/2023,Mobile App Issue,3,5,No
7697,Emails,11/21/2022,11/23/2022,Account Question,2,5,Yes
2902,Emails,6/5/2022,6/10/2022,Open Account,5,5,No
6630,Emails,11/29/2023,12/3/2023,Open Account,4,5,No
6716,Emails,11/9/2022,11/12/2022,Debit Card Issue,3,5,No
8940,Emails,3/8/2023,3/14/2023,Account Question,6,5,No
1388,Emails,6/20/2021,6/24/2021,General Complaint,4,5,No
5053,Emails,7/10/2023,7/13/2023,Close Account,3,5,No
1121,Emails,8/13/2023,8/16/2023,Close Account,3,5,No
4227,Emails,8/7/2022,8/12/2022,Mobile App Issue,5,5,No
1976,Emails,1/29/2023,2/4/2023,Close Account,6,5,No
4528,Emails,7/1/2022,7/3/2022,Open Account,2,5,Yes
2783,Emails,4/16/2021,4/20/2021,Account Question,4,5,No
4558,Emails,9/11/2021,9/16/2021,Close Account,5,5,No
7972,Emails,4/15/2023,4/20/2023,General Complaint,5,5,No
9627,Emails,12/4/2023,12/6/2023,Close Account,2,5,Yes
2546,Emails,7/19/2021,7/24/2021,Open Account,5,5,No
8100,Emails,6/8/2021,6/12/2021,Open Account,4,5,No
6497,Emails,10/25/2021,10/27/2021,Mobile App Issue,2,5,Yes
9564,Emails,10/28/2021,11/1/2021,Mobile App Issue,4,5,No
9142,Emails,10/13/2022,10/16/2022,Close Account,3,5,No
9382,Emails,7/28/2023,8/4/2023,Mobile App Issue,7,5,No
3259,Emails,7/4/2022,7/7/2022,Debit Card Issue,3,5,No
9870,Emails,2/14/2022,2/17/2022,Mobile App Issue,3,5,No
9661,Emails,7/4/2022,7/8/2022,Debit Card Issue,4,5,No
6747,Emails,3/8/2023,3/10/2023,Debit Card Issue,2,5,Yes
2452,Emails,8/2/2023,8/8/2023,General Complaint,6,5,No
5291,Emails,8/10/2023,8/14/2023,General Complaint,4,5,No
3995,Emails,10/22/2021,10/26/2021,General Complaint,4,5,No
2268,Emails,2/13/2022,2/19/2022,Account Question,6,5,No
4128,Emails,7/15/2023,7/19/2023,Mobile App Issue,4,5,No
1281,Emails,7/16/2023,7/23/2023,Fraud Alert,7,5,No
2607,Emails,11/16/2023,11/22/2023,Fraud Alert,6,5,No
2901,Emails,8/6/2021,8/9/2021,Close Account,3,5,No
8777,Emails,3/16/2023,3/20/2023,Account Question,4,5,No
3920,Emails,11/17/2022,11/21/2022,Open Account,4,5,No
4541,Emails,2/7/2022,2/11/2022,Mobile App Issue,4,5,No
4975,Emails,3/15/2021,3/17/2021,Debit Card Issue,2,5,Yes
3620,Emails,12/20/2022,12/22/2022,Debit Card Issue,2,5,Yes
9225,Emails,7/14/2022,7/17/2022,Mobile App Issue,3,5,No
9455,Emails,7/30/2023,8/4/2023,Fraud Alert,5,5,No
4958,Emails,2/5/2023,2/11/2023,Open Account,6,5,No
3123,Emails,5/27/2022,5/31/2022,Mobile App Issue,4,5,No
4969,Emails,8/3/2023,8/7/2023,Open Account,4,5,No
2408,Emails,4/11/2021,4/16/2021,General Complaint,5,5,No
6010,Emails,8/16/2021,8/21/2021,Open Account,5,5,No
2133,Emails,7/5/2021,7/9/2021,General Complaint,4,5,No
9392,Emails,2/8/2022,2/14/2022,Account Question,6,5,No
8187,Emails,1/22/2021,1/24/2021,General Complaint,2,5,Yes
5569,Emails,12/8/2022,12/13/2022,Fraud Alert,5,5,No
2026,Emails,6/3/2023,6/7/2023,Fraud Alert,4,5,No
8386,Emails,10/11/2022,10/14/2022,Fraud Alert,3,5,No
4809,Emails,1/31/2021,2/4/2021,Open Account,4,5,No
3669,Emails,5/6/2023,5/12/2023,Open Account,6,5,No
9603,Emails,6/17/2021,6/19/2021,Account Question,2,5,Yes
4371,Emails,5/17/2023,5/21/2023,Debit Card Issue,4,5,No
4384,Emails,10/4/2023,10/8/2023,Debit Card Issue,4,5,No
1287,Emails,12/30/2021,1/5/2022,Fraud Alert,6,5,No
9449,Emails,10/13/2023,10/17/2023,Open Account,4,5,No
2665,Emails,6/27/2022,7/3/2022,Account Question,6,5,No
3389,Emails,7/11/2023,7/15/2023,Close Account,4,5,No
3109,Emails,11/16/2021,11/21/2021,Account Question,5,5,No
3783,Emails,12/9/2023,12/13/2023,Close Account,4,5,No
1712,Emails,10/26/2021,10/30/2021,Fraud Alert,4,5,No
4473,Emails,12/3/2022,12/5/2022,Debit Card Issue,2,5,Yes
8608,Emails,8/27/2023,8/29/2023,General Complaint,2,5,Yes
2076,Emails,9/4/2022,9/8/2022,Debit Card Issue,4,5,No
5089,Emails,1/9/2022,1/11/2022,Close Account,2,5,Yes
4790,Emails,6/5/2023,6/9/2023,Fraud Alert,4,5,No
8587,Emails,4/15/2023,4/20/2023,Mobile App Issue,5,5,No
6448,Emails,2/16/2021,2/22/2021,Open Account,6,5,No
3201,Emails,12/18/2021,12/22/2021,Close Account,4,5,No
3211,Emails,4/20/2023,4/24/2023,Account Question,4,5,No
6436,Emails,5/27/2021,5/29/2021,Mobile App Issue,2,5,Yes
9725,Emails,7/23/2021,7/26/2021,Debit Card Issue,3,5,No
6312,Emails,5/28/2021,5/31/2021,General Complaint,3,5,No
7213,Emails,5/20/2022,5/24/2022,Mobile App Issue,4,5,No
1026,Emails,1/25/2021,1/30/2021,Close Account,5,5,No
5214,Emails,4/23/2021,4/27/2021,General Complaint,4,5,No
3359,Emails,7/8/2022,7/11/2022,Mobile App Issue,3,5,No
4124,Emails,11/11/2021,11/14/2021,Fraud Alert,3,5,No
5640,Emails,6/6/2021,6/9/2021,Mobile App Issue,3,5,No
2026,Emails,8/7/2023,8/9/2023,Close Account,2,5,Yes
9691,Emails,6/11/2022,6/15/2022,Debit Card Issue,4,5,No
2919,Emails,7/17/2022,7/20/2022,Open Account,3,5,No
4923,Emails,7/5/2021,7/8/2021,Close Account,3,5,No
9911,Emails,3/20/2023,3/24/2023,Account Question,4,5,No
2151,Emails,3/25/2023,3/28/2023,Open Account,3,5,No
7288,Emails,1/31/2021,2/5/2021,Open Account,5,5,No
4021,Emails,6/8/2021,6/13/2021,General Complaint,5,5,No
7344,Emails,6/2/2021,6/9/2021,Debit Card Issue,7,5,No
9373,Emails,8/28/2023,8/30/2023,Mobile App Issue,2,5,Yes
5868,Emails,9/17/2021,9/19/2021,Account Question,2,5,Yes
6650,Emails,4/23/2022,4/29/2022,Open Account,6,5,No
6166,Emails,10/7/2021,10/11/2021,Open Account,4,5,No
7051,Emails,9/20/2023,9/22/2023,Open Account,2,5,Yes
1700,Emails,8/12/2023,8/16/2023,Debit Card Issue,4,5,No
2313,Emails,1/5/2021,1/7/2021,Debit Card Issue,2,5,Yes
2273,Emails,3/14/2021,3/16/2021,Fraud Alert,2,5,Yes
9303,Emails,8/25/2023,8/29/2023,Debit Card Issue,4,5,No
2809,Emails,7/7/2023,7/10/2023,Account Question,3,5,No
5955,Emails,6/9/2023,6/12/2023,Account Question,3,5,No
9672,Emails,2/1/2022,2/5/2022,General Complaint,4,5,No
1441,Emails,6/5/2022,6/8/2022,General Complaint,3,5,No
9819,Emails,8/15/2022,8/19/2022,Account Question,4,5,No
1301,Emails,3/17/2023,3/23/2023,Account Question,6,5,No
9403,Emails,10/22/2021,10/26/2021,Open Account,4,5,No
2232,Emails,5/23/2022,5/26/2022,Debit Card Issue,3,5,No
1799,Emails,10/28/2021,11/2/2021,Fraud Alert,5,5,No
8550,Emails,3/23/2023,3/29/2023,Open Account,6,5,No
2834,Emails,12/26/2023,12/29/2023,Fraud Alert,3,5,No
1743,Emails,2/27/2023,3/3/2023,Account Question,4,5,No
1121,Emails,8/22/2023,8/26/2023,Fraud Alert,4,5,No
8516,Emails,5/18/2022,5/21/2022,Close Account,3,5,No
5472,Emails,5/2/2023,5/4/2023,Fraud Alert,2,5,Yes
7920,Emails,6/24/2022,6/27/2022,Mobile App Issue,3,5,No
8183,Emails,5/13/2023,5/15/2023,Mobile App Issue,2,5,Yes
7181,Emails,11/2/2021,11/6/2021,Account Question,4,5,No
8431,Emails,7/18/2022,7/25/2022,Debit Card Issue,7,5,No
9465,Emails,9/15/2023,9/18/2023,Mobile App Issue,3,5,No
9348,Emails,1/14/2021,1/16/2021,Mobile App Issue,2,5,Yes
5844,Emails,9/6/2021,9/8/2021,Account Question,2,5,Yes
9111,Emails,5/24/2022,5/26/2022,Close Account,2,5,Yes
4849,Emails,12/24/2021,12/28/2021,General Complaint,4,5,No
3954,Emails,12/5/2021,12/8/2021,Mobile App Issue,3,5,No
1184,Emails,12/7/2023,12/9/2023,Close Account,2,5,Yes
1785,Emails,9/18/2022,9/21/2022,Fraud Alert,3,5,No
9203,Emails,2/25/2023,3/2/2023,Mobile App Issue,5,5,No
2556,Emails,1/13/2023,1/15/2023,Open Account,2,5,Yes
9765,Emails,3/10/2021,3/17/2021,Close Account,7,5,No
4312,Emails,11/18/2021,11/20/2021,Debit Card Issue,2,5,Yes
6330,Emails,1/16/2021,1/22/2021,Account Question,6,5,No
8911,Emails,10/26/2023,10/30/2023,Open Account,4,5,No
8697,Emails,3/8/2023,3/12/2023,Open Account,4,5,No
4498,Emails,3/4/2022,3/9/2022,Close Account,5,5,No
3595,Emails,12/12/2022,12/15/2022,General Complaint,3,5,No
9753,Emails,3/3/2021,3/9/2021,Fraud Alert,6,5,No
9413,Emails,4/14/2022,4/18/2022,Account Question,4,5,No
9448,Emails,9/24/2021,9/28/2021,Open Account,4,5,No
5736,Emails,5/19/2023,5/21/2023,General Complaint,2,5,Yes
2916,Emails,9/15/2023,9/19/2023,Fraud Alert,4,5,No
5163,Emails,5/11/2022,5/16/2022,General Complaint,5,5,No
8791,Emails,10/15/2023,10/18/2023,Mobile App Issue,3,5,No
9526,Emails,10/29/2022,11/2/2022,Mobile App Issue,4,5,No
2684,Emails,4/29/2021,5/3/2021,Close Account,4,5,No
